Object_ID,Target_Class,Speed_mps,Altitude_m,Latitude,Longitude,Heading_deg,Pitch_deg,Roll_deg,Yaw_deg,Climb_Rate_mps,Acceleration_mps2,Turn_Rate_degps,Range_From_Radar_km,Bearing_deg,Radar_Cross_Section_m2,Doppler_Shift_Hz,Signal_to_Noise_Ratio_dB,Radar_Return_Strength,Infrared_Intensity,Engine_Type,Heat_Signature,Length_m,Wingspan_m,Estimated_Mass_kg,Flight_Profile,Maneuverability_Index,Max_G_Load,Weather,Visibility_km,Wind_Speed_mps,Temperature_C,Humidity_pct,Radar_Band,Sensor_Type,Detection_Time_ms,Tracking_Confidence,Track_Age_s,Number_of_Tracks,Electronic_Jamming,Chaff_Flares_Detected,Stealth_Category,Threat_Level,Target_Label
81,Hypersonic Missile,3370.4,47153.5,19.95614,89.18435,323,16.7,51.2,237,28.7,17.88,4.41,342.8,14,22.26,42090,13.7,0.742,Very High,Scramjet,Very High,19.2,32.1,99970,Glide,5,20,Fog,19.3,20.4,1.1,37,L,Ground Radar,89,0.713,199.6,195,Weak,No,Medium,Low,Hypersonic Missile
82,Helicopter,78.9,37982.4,35.73044,-123.54959,293,17.5,50.6,77,24.8,-0.58,3.24,96.1,23,7.91,-535,25.9,0.827,High,Turboshaft,Medium,49.2,17.3,159473,Hover,6,17,Clear,6.2,13.2,37,81,C,Ground Radar,242,0.786,349.2,164,Moderate,Yes,Low,Medium,Helicopter
83,Cruise Missile,208.2,42195.7,29.14765,-47.68534,234,-15.1,3.5,70,-25.7,-4.66,14.12,262.3,111,10.54,-33898,11.2,0.207,Medium,Turbojet,Medium,49.3,28.7,128652,Terrain Following,2,6,Clear,23.7,7.1,-7.8,24,L,Ground Radar,275,0.514,531.4,126,,No,Medium,High,Cruise Missile
84,Hypersonic Missile,1944.2,29010.4,-34.28247,86.41022,123,15.7,-48.5,317,3,4.33,18.83,392,60,25.56,-43721,23.3,0.618,Medium,Scramjet,Very High,20.5,33,136721,Glide,10,16,Fog,9.4,12.2,31.5,48,C,AWACS,293,0.73,34.4,80,Weak,No,High,Low,Hypersonic Missile
85,Transport Aircraft,185.6,2425.7,-0.06287,-52.96289,6,-5.2,12.8,125,-8.3,6,21.95,295.3,102,10.6,-20161,27,0.471,Very High,Turbofan,High,27.2,29.5,114286,Cruise,10,23,Clear,19.8,13.1,29.8,81,L,IRST,402,0.882,594.1,128,Weak,No,High,Low,Transport Aircraft
86,UAV,22.6,29564.6,-26.9233,-171.93071,89,9.3,-1.2,61,32.5,8.54,11.21,232.1,286,6.33,29961,25.4,0.25,Very High,Electric,Low,26,47.7,7539,Loiter,2,3,Storm,11.3,23.5,35.5,57,C,Ground Radar,449,0.801,165.5,21,Weak,No,Low,High,UAV
87,Fighter,219.7,36277.6,-24.40817,5.85348,203,17.7,48.4,13,29.8,2.94,12.83,191.7,286,29.99,-39669,35.9,0.762,Very High,Jet,High,42.7,38.9,128689,Combat,2,4,Clear,13,18.7,44.8,18,S,Ground Radar,157,0.819,156.1,24,Weak,Yes,Low,High,Fighter
88,Transport Aircraft,202,6515,-17.49939,-83.89668,15,-2.7,-5.7,270,-47.9,5.29,0.16,373.1,31,9.76,21863,5,0.113,Low,Turbofan,High,39.1,27.7,70806,Cruise,10,16,Rain,8.2,10.9,0.9,91,C,AWACS,34,0.83,325.5,110,,Yes,Medium,Medium,Transport Aircraft
89,Ballistic Missile,3918.8,1308.6,-23.51502,55.97003,108,5.4,7.6,217,-25.6,0.37,18.96,262.3,183,45.89,-46545,18.6,0.747,Medium,Rocket,Very High,46.6,15.2,99594,Ballistic,4,21,Storm,25.5,2.7,-14.9,67,S,AESA,201,0.64,344.5,95,,No,High,High,Ballistic Missile
90,Hypersonic Missile,3095.5,18457.9,-20.79975,-136.47407,347,9.8,53.3,349,48.7,-2.1,29.22,193.5,304,9.36,1868,11.7,0.817,High,Scramjet,Very High,4.5,13.7,72004,Glide,5,5,Storm,14.9,0.4,-6.4,76,X,IRST,180,0.68,446.3,103,Weak,Yes,Low,Medium,Hypersonic Missile
91,UAV,46.1,40027.3,-43.10228,-112.44525,28,4.5,-9,49,30.8,-2.19,26.44,69.2,10,5.46,44210,13.4,0.319,High,Electric,Low,4.2,57.5,162606,Loiter,7,18,Fog,1.2,6.1,-6.3,92,S,AWACS,38,0.522,141.3,4,,Yes,High,Medium,UAV
92,Fighter,254.2,46652.5,-9.84329,-178.59421,126,-16.8,57.5,326,34,7.51,22.56,261.8,114,32.18,10494,26.4,0.478,Very High,Jet,High,12.3,44.9,3835,Combat,6,30,Rain,14.6,22.1,-5.9,27,C,IRST,14,0.776,486.1,130,,Yes,Medium,Medium,Fighter
93,Ballistic Missile,2466.5,18020.4,-56.9225,170.34463,341,8.7,-54,29,22,-4.63,8.89,54.7,291,13.12,11745,13.1,0.99,High,Rocket,Very High,16.5,53.3,8526,Ballistic,6,8,Fog,4.4,3.7,-15.6,85,C,IRST,54,0.836,252.7,125,Strong,No,High,High,Ballistic Missile
94,Helicopter,86.1,24639.5,8.72696,115.84426,348,-2.6,-42.1,121,12.4,-3.41,19.01,279.2,350,0.67,-29593,19.7,0.343,Low,Turboshaft,Medium,36.1,51.8,148961,Hover,9,28,Storm,25.9,20.4,3.6,74,L,IRST,129,0.804,79.1,65,Weak,No,High,High,Helicopter
95,Cruise Missile,180.4,28266.7,-19.91098,85.90429,345,9.7,-3.7,209,-40.7,19.38,19.66,152.3,234,21.58,-47842,11.8,0.333,Low,Turbojet,Medium,20.8,19.7,66115,Terrain Following,8,9,Fog,5,19.9,41.5,24,L,AESA,272,0.97,460.3,79,Strong,No,Medium,High,Cruise Missile
96,Fighter,328.3,2505.6,-55.17467,-57.56311,265,-4.7,-36.8,165,14.4,-0.21,20.02,21.3,265,6.35,34902,16.8,0.37,Medium,Jet,High,13.7,16.9,97891,Combat,1,27,Rain,20.1,17.9,41.6,100,S,Ground Radar,347,0.882,449.4,101,Weak,Yes,High,Medium,Fighter
97,Helicopter,67,26154.9,48.63962,-125.98836,160,0.8,54.8,34,27.5,7.88,15.04,142.5,273,1.94,-13866,37.6,0.328,Medium,Turboshaft,Medium,41.2,45.5,45773,Hover,4,17,Rain,7,15.3,31.8,22,C,AWACS,437,0.939,69.4,106,Strong,Yes,Medium,Low,Helicopter
98,Helicopter,52.7,11035.8,-50.53928,67.24106,215,-5.2,46.2,35,9.4,8.43,11.83,116.9,203,42.83,12058,24,0.765,Low,Turboshaft,Medium,31,49.5,185847,Hover,9,23,Clear,14.3,14.9,26.7,89,X,AWACS,174,0.623,20.8,188,Moderate,Yes,Medium,Medium,Helicopter
99,Hypersonic Missile,3339,14885.3,20.60877,117.80761,132,-17.6,-48.5,23,8.4,18.68,0.25,180.3,334,47.14,-37239,37.9,0.002,Medium,Scramjet,Very High,4.8,46.1,23587,Glide,9,22,Clear,28.7,18.7,29.4,90,S,AESA,82,0.77,114.1,118,Moderate,No,Medium,Medium,Hypersonic Missile
100,Transport Aircraft,250.8,15020.8,-6.04802,-165.988,125,-6.8,-36.4,188,28.2,8.82,17.82,172.7,334,37.97,-23690,25.2,0.259,Medium,Turbofan,High,41.4,13.2,19769,Cruise,2,5,Rain,11.2,24,22.3,23,X,IRST,34,0.833,554.7,160,Weak,Yes,Low,Medium,Transport Aircraft
101,Hypersonic Missile,3195.5,49102.2,-24.1508,-178.36673,132,7.8,12,355,14.5,-4.88,16.62,190.6,228,7.96,-21922,23.4,0.169,High,Scramjet,Very High,42.2,15.6,166401,Glide,7,20,Storm,23.1,16.3,32.2,71,C,Ground Radar,400,0.905,399.9,64,,No,Medium,High,Hypersonic Missile
102,Hypersonic Missile,1993.2,30981.6,16.68515,-53.30923,314,6.9,-40.4,14,-33.5,3.41,18.67,203.6,190,10.5,11274,31,0.876,Medium,Scramjet,Very High,27.4,10.8,174704,Glide,10,3,Fog,20.5,22.4,-12.2,63,S,AWACS,135,0.953,1.1,1,Moderate,Yes,Medium,Low,Hypersonic Missile
103,Hypersonic Missile,1981.8,17713.2,-40.61879,153.61545,213,-7.5,-10.3,248,-45.3,-1.12,25.51,130,249,43.04,3345,31.8,0.965,Medium,Scramjet,Very High,24.7,9.5,60129,Glide,5,4,Clear,26.8,8.5,24.5,81,L,AWACS,95,0.566,277.1,115,Moderate,No,Low,Medium,Hypersonic Missile
104,Helicopter,68.8,46498.7,-51.8782,-89.42467,314,-9.3,-41.5,119,32.1,14.64,10.01,44.2,220,43.63,18497,25.4,0.754,Medium,Turboshaft,Medium,34.8,55.2,75526,Hover,7,11,Clear,18.8,5.2,5.6,18,C,AESA,210,0.856,234.3,197,Strong,No,Medium,High,Helicopter
105,Cruise Missile,279.9,43478.7,58.71592,-38.41142,183,7.9,34.3,118,-6.7,1.63,15.72,121.9,350,13.28,-37631,16.2,0.409,Very High,Turbojet,Medium,4.3,26.3,171260,Terrain Following,9,25,Storm,27.8,22.9,24.6,29,X,Ground Radar,440,0.905,36.2,155,,Yes,Low,Low,Cruise Missile
106,Fighter,331.7,28734.8,-2.73361,-158.0059,262,-17.9,10.9,274,-46.5,12.41,10.47,159.5,159,2.1,-4479,21.5,0.223,Low,Jet,High,16,47.8,123242,Combat,2,10,Storm,5.8,22.6,9.6,56,C,IRST,396,0.888,580.2,25,Moderate,No,High,High,Fighter
107,Fighter,248.7,14811.7,41.90378,-51.55849,80,-19.2,6.5,235,-45.7,0.99,5.87,198.6,23,43.31,-8898,21,0.137,High,Jet,High,16,18.4,58017,Combat,3,30,Clear,23.2,15.3,23.2,85,X,Ground Radar,13,0.511,218.5,38,Weak,Yes,High,Low,Fighter
108,Helicopter,51.1,40586.7,-0.52237,111.69524,167,11.8,58.1,281,-0.5,-1.31,6.78,125.6,311,34.2,-11847,5.2,0.915,Medium,Turboshaft,Medium,2.9,56.3,99454,Hover,5,4,Storm,14.5,1.8,9.1,11,X,Ground Radar,315,0.864,3.2,65,Strong,Yes,High,Low,Helicopter
109,Cruise Missile,223.5,14880.9,38.90764,6.37722,111,-13.8,16.8,285,21.8,-3.84,4.38,345.5,327,47.11,-13624,26.5,0.674,Very High,Turbojet,Medium,13,42,132702,Terrain Following,10,26,Clear,28.8,7,43.5,13,C,Ground Radar,200,0.503,92.1,75,Strong,Yes,High,High,Cruise Missile
110,Transport Aircraft,243.8,22083.3,-30.1926,-96.40537,199,15.3,27.1,193,-25.2,-0.62,14.38,194.6,336,4.4,-23318,33.1,0.345,Very High,Turbofan,High,21.8,48.4,49101,Cruise,6,27,Storm,6,17.7,1,40,S,AWACS,421,0.726,565.9,191,,No,Low,Low,Transport Aircraft
111,Transport Aircraft,207.1,27991.4,-0.19388,52.44035,286,13.6,35.8,69,28.6,16.04,19.03,25.8,120,43.01,-14169,27,0.344,Medium,Turbofan,High,11.1,44.2,104926,Cruise,8,15,Clear,23.4,8.2,21.2,13,L,AWACS,245,0.875,360.7,146,Moderate,No,Low,High,Transport Aircraft
112,Ballistic Missile,6630.5,34961.7,-49.92402,44.0776,247,-19.7,-46.9,227,-9.6,14.53,3.05,314,245,22.18,22050,10.3,0.05,Medium,Rocket,Very High,40.7,31.2,188074,Ballistic,1,28,Clear,26.9,1.2,27.5,24,S,AWACS,333,0.995,537.4,153,,No,Medium,Low,Ballistic Missile
113,Helicopter,64.4,19106.4,-49.12749,168.58926,36,17.2,49.3,327,-33.8,0.09,16.93,291.6,124,6.97,-46498,11.2,0.471,Low,Turboshaft,Medium,35.5,22.3,199209,Hover,4,28,Rain,4.7,24.5,29.3,60,S,AESA,374,0.712,227.1,57,Strong,Yes,Medium,Medium,Helicopter
114,Fighter,737.5,4735.5,-45.4824,148.75987,153,-3.6,54.6,87,38.8,-2.73,19.8,300,133,48.74,47891,8.1,0.756,Medium,Jet,High,32.6,5.2,93893,Combat,10,23,Fog,1.6,13.7,42.4,91,S,Ground Radar,44,0.945,235.2,154,Moderate,No,Medium,Medium,Fighter
115,Hypersonic Missile,2969.2,2022.8,15.43682,-27.33137,307,14.1,40.9,144,39.3,0.98,14.55,99.2,224,41.46,711,25.5,0.306,Very High,Scramjet,Very High,23.6,35.3,112141,Glide,10,22,Storm,3.3,17.6,34.3,21,C,AWACS,341,0.729,444.4,126,Strong,No,Low,High,Hypersonic Missile
116,Hypersonic Missile,2112.7,26406.2,-36.34892,-155.60554,119,7.2,13.8,138,-0.6,1.57,22.96,292.7,225,48.58,2977,8.6,0.925,Medium,Scramjet,Very High,42.8,44,56992,Glide,10,22,Clear,13.3,10.7,41.8,51,L,IRST,387,0.719,450.7,195,Weak,No,High,High,Hypersonic Missile
117,Cruise Missile,243.4,21996.8,-50.92617,63.47246,251,-12.9,-16.1,211,-35,17.77,23.93,191.7,9,0.73,-47219,9.3,0.509,High,Turbojet,Medium,21.6,21.8,125381,Terrain Following,6,16,Clear,26,19.4,-2.5,32,L,AWACS,106,0.852,579.4,74,Strong,No,Low,Low,Cruise Missile
118,Ballistic Missile,6035.5,19853.5,1.4355,31.71247,16,-12.1,-6.2,238,-40.1,3.09,21.92,67.8,316,37.28,-15353,18.7,0.437,Very High,Rocket,Very High,26.8,52.2,9256,Ballistic,10,29,Clear,5.8,9.3,-8.5,70,X,AESA,443,0.817,216.1,125,Weak,No,Medium,Medium,Ballistic Missile
119,Transport Aircraft,226.6,39215.1,-3.6861,-63.89354,97,17.5,16.7,347,7.6,6.91,22.09,118.7,22,27.41,25818,25.2,0.184,Very High,Turbofan,High,48.7,7.2,34107,Cruise,1,10,Fog,19.2,8.4,38.9,60,X,AWACS,376,0.67,204.2,198,Strong,No,Low,Medium,Transport Aircraft
120,Helicopter,46.8,36781,-16.03701,-58.20608,278,-16.9,59.7,300,-45.3,6.96,15.56,370.9,222,12.99,32195,33.1,0.52,Very High,Turboshaft,Medium,37,12.1,11924,Hover,3,19,Fog,27.9,19,36.8,12,C,AESA,228,0.719,314,146,Strong,No,Low,High,Helicopter
121,Hypersonic Missile,2546,40721.5,-49.29871,18.07299,104,18.1,32.3,175,24.5,-4.95,17.54,96.3,112,15.15,-3504,11.4,0.863,High,Scramjet,Very High,9.1,44.4,58090,Glide,4,14,Storm,24.9,10.4,8.6,24,S,IRST,302,0.653,333.2,41,Strong,Yes,High,Low,Hypersonic Missile
122,Cruise Missile,268.7,29600.2,3.85798,29.40061,6,6.8,-21,282,-45.7,-2.85,12.36,198.6,241,2.69,-29724,27.7,0.531,Low,Turbojet,Medium,9.4,17.4,74403,Terrain Following,10,17,Fog,21.8,11.2,8.2,62,S,Ground Radar,69,0.506,8.7,98,Moderate,Yes,Low,Low,Cruise Missile
123,Helicopter,62.2,18454,33.21843,80.25304,106,8.3,-57.8,7,-3.2,13.37,24.39,20.7,180,40.67,2226,21.2,0.707,Medium,Turboshaft,Medium,4.9,50,30264,Hover,6,18,Clear,11.3,16.1,14.7,45,S,Ground Radar,199,0.947,423.4,126,Moderate,Yes,Low,Medium,Helicopter
124,Ballistic Missile,6774.5,35649.4,32.17922,-170.5005,215,-12.5,-42.6,317,30.9,13.3,6.54,309,150,35.32,-9874,17.6,0.266,High,Rocket,Very High,14.7,48.3,154765,Ballistic,2,6,Fog,10.7,12.6,-11,76,S,IRST,483,0.953,399.2,139,Strong,No,Medium,Medium,Ballistic Missile
125,UAV,69.3,18104.9,45.24892,-1.76303,359,-8.5,-17.7,26,-30,-0.35,21.71,63,252,12.95,36196,14,0.005,High,Electric,Low,38.5,57.9,82124,Loiter,3,7,Fog,4.3,17.5,40.7,42,L,Ground Radar,366,0.502,495.5,87,Weak,No,Low,Low,UAV
126,Hypersonic Missile,2178.4,46709.6,-32.12864,162.54837,45,-1.2,-2.2,350,5.5,14.79,5.39,326,0,36.73,-20138,29.8,0.115,Very High,Scramjet,Very High,43.1,43.4,96331,Glide,2,19,Fog,14.5,1.8,13.8,31,X,Ground Radar,410,0.563,526,46,Moderate,No,High,Low,Hypersonic Missile
127,Fighter,187.4,9509.9,54.56853,56.62754,288,4.7,44.4,344,-20.4,17.42,16.33,197.4,286,30.29,-1501,30.2,0.859,High,Jet,High,16.6,8.9,59568,Combat,3,4,Clear,17.1,20.1,30.9,61,C,IRST,435,0.932,545.2,35,Moderate,No,Medium,Low,Fighter
128,Ballistic Missile,3003.4,31940.5,13.24296,-44.13571,155,18.4,30.7,308,27.4,2.39,5.76,150.9,23,25.91,-47556,26.6,0.804,High,Rocket,Very High,40.6,42.3,39470,Ballistic,8,21,Storm,21.1,9,-15.5,54,L,AWACS,33,0.862,292.3,49,,Yes,High,Medium,Ballistic Missile
129,Fighter,631.7,6257.4,-52.69344,-137.52264,235,-7.8,-17.5,330,20.8,6.03,22.19,231.7,186,8.28,-43075,32.2,0.682,Medium,Jet,High,11.9,56.9,99860,Combat,2,6,Clear,7.2,23.6,-16.4,57,X,IRST,146,0.82,211.2,66,Moderate,No,Medium,Low,Fighter
130,Ballistic Missile,3168.5,40646.4,40.17764,-127.83881,14,15.4,-35.5,45,-36.9,15.58,26.91,372.3,215,43.77,43327,39.9,0.7,Medium,Rocket,Very High,34.3,47.9,108058,Ballistic,5,28,Rain,1.1,4.3,-15.5,97,X,IRST,415,0.854,543.9,166,Moderate,No,Low,High,Ballistic Missile
131,Helicopter,41.5,24930.5,-59.46182,-171.91305,88,-7.1,-35.2,8,-43.6,9.56,2.03,10.9,199,27.38,4848,30.2,0.652,Low,Turboshaft,Medium,29.7,38.3,48809,Hover,10,29,Rain,16.7,7,9.7,70,L,AESA,296,0.63,420.4,81,Weak,Yes,Medium,High,Helicopter
132,Cruise Missile,226.6,15729.2,3.5474,49.69472,190,17.3,30.4,161,-14.3,4.72,3.66,261.7,359,20.44,25766,31,0.729,Medium,Turbojet,Medium,44.5,36.5,172125,Terrain Following,2,28,Rain,8.6,24.9,38.6,92,C,Ground Radar,488,0.7,528.3,91,Moderate,No,Medium,Medium,Cruise Missile
133,Fighter,180.6,1161.7,36.7648,-149.86901,210,7.9,17.3,233,-25,-3.58,13.15,69.5,108,4.9,40154,8.4,0.497,Low,Jet,High,9,56.9,171248,Combat,4,6,Fog,15.8,20.4,-11.5,66,S,AWACS,317,0.889,589.9,136,Strong,No,Medium,Low,Fighter
134,Hypersonic Missile,3147.3,36867.2,41.99011,-150.01542,357,-16.4,-40.7,290,5.9,9.7,4.63,363.4,101,2.07,-1505,35.1,0.749,High,Scramjet,Very High,46.2,29.6,58930,Glide,9,20,Fog,29.2,19.2,-7.5,57,S,IRST,325,0.869,329.7,86,Moderate,Yes,High,High,Hypersonic Missile
135,Cruise Missile,241,40008.9,-3.77077,-162.66441,132,6.7,1.6,110,-34.4,8.55,9.75,293,302,3.66,43787,32.2,0.966,Low,Turbojet,Medium,38.7,18.7,54609,Terrain Following,6,17,Storm,28.6,15.3,27.7,81,C,Ground Radar,75,0.91,487.2,38,,Yes,Low,High,Cruise Missile
136,UAV,22.9,4220.6,-52.83929,-41.37114,210,-17.1,38.8,285,-2,15.56,25.83,36.1,99,34.59,-32726,14.3,0.957,Low,Electric,Low,7.5,17.7,148022,Loiter,3,13,Rain,16,19.6,36.2,28,C,Ground Radar,161,0.531,165.9,130,Moderate,Yes,High,Medium,UAV
137,Fighter,343.7,46496.3,-32.65925,110.18909,331,-8.8,-17.1,206,-20.9,11.81,13.4,306.8,308,32.26,1602,24.8,0.56,High,Jet,High,31,53.2,20096,Combat,6,17,Rain,21.4,9.5,-12.3,11,L,AWACS,469,0.614,559.7,62,Moderate,No,Medium,Medium,Fighter
138,Helicopter,71.7,290.7,48.53257,126.93307,190,17,45.3,308,-6.4,19.18,26.73,388.4,27,27.65,-38402,31.7,0.313,Low,Turboshaft,Medium,33.9,21.9,121365,Hover,4,11,Fog,6.8,7.9,41,88,L,AESA,91,0.701,389.1,136,,No,Medium,Medium,Helicopter
139,Cruise Missile,214.1,36315.5,-36.09023,-105.5234,227,-5.7,16.4,67,-24.3,4.35,20.57,399.4,345,29.57,-28996,37.7,0.814,Low,Turbojet,Medium,36.1,23.2,57555,Terrain Following,3,20,Clear,8.7,9.7,15.3,34,C,AWACS,166,0.75,125.5,198,Weak,No,Medium,Medium,Cruise Missile
140,Cruise Missile,273.3,33377.1,-35.26929,29.02231,290,-2.9,-23.7,229,-44.6,8.79,25.56,337.2,201,13.1,39839,38.2,0.389,Very High,Turbojet,Medium,31.2,32.6,149426,Terrain Following,5,26,Fog,7.9,18.1,2.2,69,L,Ground Radar,321,0.936,286.5,33,Moderate,No,Medium,Medium,Cruise Missile
141,Transport Aircraft,257.1,31328.5,10.15273,-149.46131,195,2.2,56,181,27.3,-3.22,18.78,250.1,94,7.52,12923,17.9,0.607,Very High,Turbofan,High,39.4,41.7,120573,Cruise,2,28,Storm,13.8,23.5,-19.8,38,X,AESA,236,0.785,553.3,96,Weak,No,High,High,Transport Aircraft
142,UAV,55.2,10430.4,-9.06958,111.10955,97,0.5,24.7,200,-0.4,17.63,8.54,57.4,68,0.31,-11209,29.4,0.3,Low,Electric,Low,9.3,32.6,53865,Loiter,6,7,Rain,14.9,8.9,-14.2,32,X,AWACS,487,0.642,235.6,88,Moderate,No,Medium,High,UAV
143,Fighter,302.2,7886.2,22.81617,112.41303,226,4,-24.8,321,-36.6,6.54,14.74,119,63,3.67,45056,13.1,0.977,Very High,Jet,High,22.5,50.6,114392,Combat,5,23,Storm,15.8,19.6,3.2,61,L,Ground Radar,419,0.921,450,166,,No,Low,Low,Fighter
144,Cruise Missile,243.6,19398.3,-50.22406,-56.78817,321,-1.1,-10.4,23,22.4,10.34,2.16,326,98,28.97,-37154,23.6,0.304,High,Turbojet,Medium,23.4,9.7,189224,Terrain Following,9,4,Rain,28.6,16.6,31.2,12,S,AWACS,359,0.769,5.4,115,Strong,No,Medium,Low,Cruise Missile
145,Helicopter,53.8,35558.5,-25.89063,-12.01834,10,8.9,11.5,233,-1.4,17.87,16.25,237.4,188,17.52,43007,27.4,0.313,Medium,Turboshaft,Medium,4.7,33.4,141379,Hover,4,30,Clear,18.5,11.3,1,17,L,AWACS,96,0.934,545.6,2,Strong,Yes,Low,Low,Helicopter
146,Hypersonic Missile,2994.2,29246.2,-18.59134,154.61425,34,-10.4,6.5,291,11.2,3.68,10.45,64.8,310,45.62,-27390,14.7,0.43,High,Scramjet,Very High,23.9,15,13485,Glide,1,10,Storm,19.1,16.1,40.5,14,X,AESA,206,0.781,485,85,,Yes,Medium,Medium,Hypersonic Missile
147,Hypersonic Missile,3171.7,33517.4,55.59655,177.06025,238,3.3,9.7,235,-40,11.98,29.41,30.6,151,45.41,48049,22.7,0.223,Low,Scramjet,Very High,38.1,54.5,138201,Glide,5,16,Storm,6.7,19.2,4.5,36,C,Ground Radar,389,0.631,428.1,182,Strong,No,High,Medium,Hypersonic Missile
148,Helicopter,62.3,11149.7,1.99302,-178.63732,80,-13.7,6.6,331,36.6,0.56,27.98,352.3,135,44.53,-16316,13.8,0.542,Very High,Turboshaft,Medium,27.1,29.5,166340,Hover,7,3,Fog,8,24.7,-19.2,57,X,AESA,414,0.778,140.3,15,Weak,Yes,Medium,Low,Helicopter
149,Ballistic Missile,5919.9,43850.7,52.08037,77.4342,324,-7.6,43.8,137,-15.5,-4.22,11.56,200.3,45,8.05,-43478,37.6,0.168,Low,Rocket,Very High,17.5,21.9,159285,Ballistic,1,23,Clear,3.9,22,6.6,65,L,Ground Radar,261,0.707,272.3,135,,No,Medium,High,Ballistic Missile
150,Cruise Missile,236.9,30747.2,-19.67282,13.71077,225,-8.7,-29.2,240,23.1,1.74,15.96,258.2,54,38.72,-8598,16.1,0.232,High,Turbojet,Medium,23,45.9,198753,Terrain Following,2,29,Storm,29.7,0.3,-11.6,98,L,AESA,362,0.502,413.7,28,Strong,No,Medium,Low,Cruise Missile
151,UAV,35.9,1004.5,34.1928,143.55579,75,4.7,30.9,183,-33,15.52,5.11,346.1,244,22.75,41850,21.5,0.117,Very High,Electric,Low,25.3,53.1,33084,Loiter,10,5,Fog,23.2,11,3.9,50,X,AWACS,323,0.86,186.8,39,Strong,Yes,Medium,Medium,UAV
152,Cruise Missile,271.1,29532.3,-39.38219,-104.98653,230,1.2,-3.1,313,-31.9,15.22,0.5,384.8,63,6.54,34642,20.7,0.519,Low,Turbojet,Medium,16,6.4,35491,Terrain Following,3,19,Clear,12.4,23.4,-0.8,80,S,Ground Radar,361,0.788,222.8,114,Weak,Yes,Medium,High,Cruise Missile
153,Transport Aircraft,235.3,32083,32.59465,160.05063,282,-4.9,-12.2,146,35.4,16.83,3.5,203.8,320,23.44,-10967,23.4,0.842,Low,Turbofan,High,32.6,5.2,119283,Cruise,1,5,Fog,12.9,4.8,12.2,59,C,IRST,322,0.701,153.9,189,Strong,No,Medium,Medium,Transport Aircraft
154,Fighter,448.7,1599.8,-2.9364,38.53676,188,3,-34.7,13,48.1,17.72,5.29,126.7,291,7.06,32262,22.1,0.89,Medium,Jet,High,8.9,49.9,181385,Combat,3,6,Rain,11.5,4.1,0.2,92,X,IRST,171,0.532,16.8,200,Strong,Yes,High,Medium,Fighter
155,Ballistic Missile,5859.7,17468.5,2.7981,3.42232,3,12.3,56.9,316,31.2,8.47,4.06,89.7,144,49.88,-32914,31.3,0.792,High,Rocket,Very High,39.7,27.8,139042,Ballistic,1,4,Fog,9.7,13.1,8.3,61,X,IRST,66,0.774,546.2,43,Weak,No,Medium,Medium,Ballistic Missile
156,Helicopter,43.2,15120.5,-48.14754,177.846,185,4,-15.9,7,31.3,16.16,22.79,394.2,167,3.24,11232,14.9,0.439,Low,Turboshaft,Medium,43.4,52.3,157874,Hover,5,11,Storm,28.5,20,31.1,85,L,AWACS,424,0.82,193,77,Moderate,No,Low,Low,Helicopter
157,Helicopter,61.4,48282.9,-32.71668,-138.25736,351,-9.3,-57.7,48,41.9,-4.97,10.86,209.5,260,29.93,-36915,24.1,0.201,High,Turboshaft,Medium,6.5,43.3,13454,Hover,10,3,Storm,2.5,9.5,-3.8,81,C,Ground Radar,234,0.987,403.8,107,Strong,No,Medium,High,Helicopter
158,Fighter,468.6,21600.8,57.7676,-13.18032,264,-17,45.7,287,-25,17.71,19.26,196.7,310,45.54,42078,28.5,0.231,Low,Jet,High,23.1,29.3,178091,Combat,6,10,Rain,29.8,5.6,1.7,16,L,AESA,235,0.6,314.2,49,Strong,Yes,Medium,High,Fighter
159,Cruise Missile,188.3,30287.4,-25.89834,-109.6674,285,-2.7,21.8,84,-7.2,-1.06,11.11,78,153,34.5,-5040,21.2,0.76,Medium,Turbojet,Medium,8.7,5.3,75834,Terrain Following,2,24,Fog,4,21.6,12.5,26,L,Ground Radar,493,0.724,401.9,117,Moderate,No,Medium,Medium,Cruise Missile
160,Fighter,193.7,37161.5,-36.47139,51.32399,171,15.6,32,316,9.7,10.8,7.93,201,262,3.12,25664,39.5,0.498,Low,Jet,High,29.6,54.9,127520,Combat,1,5,Storm,20.4,9,34.2,76,X,AWACS,369,0.892,94.5,150,,Yes,High,Medium,Fighter
161,Transport Aircraft,241.2,45297.4,3.81606,-117.195,289,-12.6,45.1,93,-4.3,19.13,27.81,114.8,108,22.69,29132,29.2,0.316,Very High,Turbofan,High,3.6,25.3,85208,Cruise,8,27,Storm,5.6,23.3,-13.5,45,C,Ground Radar,242,0.766,429.6,158,Strong,No,Medium,High,Transport Aircraft
162,Ballistic Missile,2208.7,32522.7,1.90856,73.4104,34,-12.5,-46,127,-2,-2.58,26.43,387.3,158,35.74,-28189,37.4,0.247,Very High,Rocket,Very High,33.2,41.6,36657,Ballistic,2,18,Storm,8.5,2.6,32.2,59,C,Ground Radar,436,0.945,114.7,178,Moderate,Yes,High,Medium,Ballistic Missile
